,Predicted Confirmed Cases
3415,1883.599
3416,1888.1672
3417,1891.3428
3418,1893.7876
3419,1896.4802
3420,1899.935
3421,1904.1222
3422,1908.7909
3423,1913.6772
3424,1918.5183
3425,1853.1566
3426,1681.0627
3427,1697.2529
3428,1713.3435
3429,1729.653
3430,1746.5802
3431,1764.4705
3432,1783.4642
3433,1803.116
3434,1822.4902
3435,1840.5522
3436,1856.5989
3437,1870.129
3438,1881.7405
3439,1715.7551
3440,1638.6866
3441,1653.4933
3442,1668.1415
3443,1682.6775
3444,1697.2069
3445,1711.9946
3446,1727.3972
3447,1743.674
3448,1760.8436
3449,1778.4985
3450,1795.8909
3451,1812.2653
3452,1827.0808
3453,1839.852
3454,1850.8538
3455,1860.3713
3456,1868.7269
3457,1876.1024
3458,1882.3882
3459,1887.2798
3460,1890.6356
3461,1892.9414
3462,1895.1869
3463,1898.0903
3464,1901.7787
3465,1906.0634
3466,1910.6993
3467,1915.4482
3468,1846.0792
3469,1678.4507
3470,1693.9803
3471,1709.3113
3472,1724.6808
3473,1740.5015
3474,1757.1215
3475,1774.8567
3476,1793.5845
3477,1812.6791
3478,1831.2156
3479,1848.3438
3480,1863.5125
3481,1876.3728
3482,1707.0244
3483,1637.5883
3484,1652.1461
3485,1666.394
3486,1680.4822
3487,1694.448
3488,1708.4861
3489,1722.9331
3490,1738.1223
3491,1754.171
3492,1770.957
3493,1788.0149
3494,1804.64
3495,1820.2316
3496,1834.1858
3497,1846.2935
3498,1856.7648
3499,1865.8741
3500,1873.8445
3501,1880.6526
3502,1886.0453
3503,1889.8024
3504,1892.2177
3505,1894.2062
3506,1896.6459
3507,1899.8462
3508,1903.7075
3509,1908.0197
3510,1912.5686
3511,1837.5908
3512,1676.0691
3513,1691.0657
3514,1705.7654
3515,1720.3501
3516,1735.1746
3517,1750.6265
3518,1767.0778
3519,1784.6254
3520,1802.9463
3521,1821.3491
3522,1839.0167
3523,1855.2849
3524,1869.6361
3525,1698.6635
3526,1636.3213
3527,1650.7109
3528,1664.6694
3529,1678.4077
3530,1691.9485
3531,1705.4045
3532,1719.0592
3533,1733.2583
3534,1748.2397
3535,1763.9905
3536,1780.2966
3537,1796.695
3538,1812.5874
3539,1827.4115
3540,1840.5405
3541,1852.0243
3542,1862.0173
3543,1870.718
3544,1878.1865
3545,1884.229
3546,1888.5847
3547,1891.3679
3548,1893.3464
3549,1895.4846
3550,1898.2755
3551,1901.7307
3552,1905.6893
3553,1909.9708
3554,1827.9476
3555,1673.9811
3556,1688.4353
3557,1702.6023
3558,1716.5483
3559,1730.5347
3560,1744.9579
3561,1760.1897
3562,1776.4834
3563,1793.7335
3564,1811.5032
3565,1829.1425
3566,1845.9738
3567,1861.465
3568,1690.9072
3569,1634.8264
3570,1649.1019
3571,1662.9023
3572,1676.3557
3573,1689.5837
3574,1702.6133
3575,1715.6522
3576,1729.0256
3577,1743.0192
3578,1757.7449
3579,1773.1097
3580,1788.8777
3581,1804.6036
3582,1819.7961
3583,1833.7988
3584,1846.1948
3585,1857.1078
3586,1866.6399
3587,1874.8579
3588,1881.6514
3589,1886.7532
3590,1890.1335
3591,1892.3655
3592,1894.4171
3593,1896.9414
3594,1900.0715
3595,1903.7034
3596,1907.6954
3597,1817.4099
3598,1672.1483
3599,1686.1014
3600,1699.7803
3601,1713.1774
3602,1726.4736
3603,1740.0098
3604,1754.1782
3605,1769.248
3606,1785.3126
3607,1802.1276
3608,1819.2474
3609,1836.1179
3610,1852.1737
3611,1683.8218
3612,1632.873
3613,1647.3489
3614,1660.9524
3615,1674.258
3616,1687.2463
3617,1699.9757
3618,1712.566
3619,1725.2905
3620,1738.448
3621,1752.218
3622,1766.6129
3623,1781.5232
3624,1796.7155
3625,1811.805
3626,1826.2625
3627,1839.4564
3628,1851.2106
3629,1861.579
3630,1870.6134
3631,1878.2087
3632,1884.1488
3633,1888.2933
3634,1891.0165
3635,1893.2136
3636,1895.6552
3637,1898.5972
3638,1901.9901
3639,1905.7274
3640,1806.2764
3641,1670.5128
3642,1684.0062
3643,1697.2555
3644,1710.1921
3645,1722.9181
3646,1735.7095
3647,1748.9369
3648,1762.918
3649,1777.7985
3650,1793.5133
3651,1809.78
3652,1826.2153
3653,1842.354
3654,1677.4009
3655,1630.2411
3656,1645.3857
3657,1658.8923
3658,1672.0245
3659,1684.862
3660,1697.3773
3661,1709.6558
3662,1721.9005
3663,1734.3916
3664,1747.3436
3665,1760.8325
3666,1774.8304
3667,1789.2571
3668,1803.872
3669,1818.3134
3670,1832.0382
3671,1844.4722
3672,1855.6202
3673,1865.4568
3674,1873.8943
3675,1880.7032
3676,1885.7073
3677,1889.1006
3678,1891.6508
3679,1894.1995
3680,1897.1193
3681,1900.4097
3682,1903.9852
3683,1794.8324
3684,1669.004
3685,1682.0834
3686,1694.9543
3687,1707.5103
3688,1719.7764
3689,1731.9589
3690,1744.3882
3691,1757.406
3692,1771.2009
3693,1785.7969
3694,1801.0454
3695,1816.7062
3696,1832.4722
3697,1671.6052
3698,1627.0261
3699,1642.956
3700,1656.7028
3701,1669.6583
3702,1682.3729
3703,1694.739
3704,1706.8032
3705,1718.7089
3706,1730.6956
3707,1742.988
3708,1755.6965
3709,1768.8402
3710,1782.4075
3711,1796.333
3712,1810.3806
3713,1824.1509
3714,1837.1119
3715,1848.9062
3716,1859.4824
3717,1868.7302
3718,1876.4236
3719,1882.3246
3720,1886.5005
3721,1889.5619
3722,1892.3763
3723,1895.4318
3724,1898.7765
3725,1902.3256
3726,1783.4406
3727,1667.447
3728,1680.2661
3729,1692.7988
3730,1705.0417
3731,1716.9495
3732,1728.6522
3733,1740.4292
3734,1752.6112
3735,1765.4534
3736,1778.9982
3737,1793.1965
3738,1807.9052
3739,1822.9568
3740,1666.3783
3741,1623.0898
3742,1639.9459
3743,1654.2823
3744,1667.1965
3745,1679.73
3746,1692.0168
3747,1703.9253
3748,1715.5961
3749,1727.217
3750,1738.9994
3751,1751.0752
3752,1763.4827
3753,1776.238
3754,1789.3741
3755,1802.779
3756,1816.2356
3757,1829.3789
3758,1841.6104
3759,1852.809
3760,1862.7963
3761,1871.3472
3762,1878.1598
3763,1883.1803
3764,1886.8619
3765,1890.0531
3766,1893.3604
3767,1896.897
3768,1900.5677
3769,1772.3439
3770,1665.8097
3771,1678.4603
3772,1690.7192
3773,1702.6973
3774,1714.3323
3775,1725.675
3776,1736.9412
3777,1748.435
3778,1760.4335
3779,1773.062
3780,1786.2637
3781,1799.9785
3782,1814.1265
3783,1661.6638
3784,1618.3221
3785,1636.3789
3786,1651.485
3787,1664.6233
3788,1677.0
3789,1689.134
3790,1700.9763
3791,1712.4795
3792,1723.8368
3793,1735.2339
3794,1746.8131
3795,1758.6243
3796,1770.6833
3797,1783.0426
3798,1795.7119
3799,1808.5903
3800,1821.4941
3801,1833.958
3802,1845.5793
3803,1856.1945
3804,1865.5226
3805,1873.2526
3806,1879.1519
3807,1883.5334
3808,1887.1765
3809,1890.8004
3810,1894.6184
3811,1898.5343
3812,1761.7329
3813,1664.0264
3814,1676.559
3815,1688.6647
3816,1700.4016
3817,1711.8248
3818,1722.9095
3819,1733.7972
3820,1744.7513
3821,1756.0498
3822,1767.8629
3823,1780.1963
3824,1792.9653
3825,1806.1595
3826,1657.4104
3827,1612.7231
3828,1632.105
3829,1648.1404
3830,1661.8057
3831,1674.1866
3832,1686.1628
3833,1697.8859
3834,1709.3076
3835,1720.474
3836,1731.5817
3837,1742.7759
3838,1754.1163
3839,1765.6111
3840,1777.2804
3841,1789.2167
3842,1801.4187
3843,1813.8175
3844,1826.1716
3845,1837.9839
3846,1849.04
3847,1859.0312
3848,1867.5973
3849,1874.4319
3850,1879.5845
3851,1883.7482
3852,1887.724
3853,1891.8599
3854,1896.0936
3855,1751.7396
3856,1661.85
3857,1674.5903
3858,1686.5111
3859,1698.1052
3860,1709.3463
3861,1720.2468
3862,1730.8699
3863,1741.4229
3864,1752.1642
3865,1763.2926
3866,1774.8641
3867,1786.8165
3868,1799.1024
3869,1653.5764
3870,1606.251
3871,1627.0095
3872,1644.2482
3873,1658.6752
3874,1671.2749
3875,1683.1139
3876,1694.7039
3877,1706.0151
3878,1717.0615
3879,1727.958
3880,1738.8499
3881,1749.813
3882,1760.8505
3883,1771.9747
3884,1783.2615
3885,1794.8015
3886,1806.5493
3887,1818.4624
3888,1830.246
3889,1841.4856
3890,1851.9575
3891,1861.2524
3892,1868.9901
3893,1875.0076
3894,1879.776
3895,1884.1433
3896,1888.6082
3897,1893.1846
3898,1742.4366
3899,1659.0808
3900,1672.4742
3901,1684.3099
3902,1695.7451
3903,1706.8463
3904,1717.6023
3905,1728.0459
3906,1738.3154
3907,1748.6346
3908,1759.2134
3909,1770.1427
3910,1781.394
3911,1792.906
3912,1650.1289
3913,1598.871
3914,1621.0797
3915,1639.6528
3916,1655.0228
3917,1668.1029
3918,1679.9891
3919,1691.4417
3920,1702.6421
3921,1713.5732
3922,1724.3015
3923,1734.9562
3924,1745.6237
3925,1756.312
3926,1767.0099
3927,1777.7632
3928,1788.6774
3929,1799.7847
3930,1811.1002
3931,1822.5316
3932,1833.7396
3933,1844.4475
3934,1854.2927
3935,1862.8231
3936,1869.7379
3937,1875.2338
3938,1880.0621
3939,1884.8751
3940,1889.7996
3941,1733.8137
3942,1655.812
3943,1669.9177
3944,1682.0404
3945,1693.3058
3946,1704.3019
3947,1714.9242
3948,1725.2378
3949,1735.3126
3950,1745.3264
3951,1755.4808
3952,1765.8939
3953,1776.5586
3954,1787.4236
3955,1647.0397
3956,1590.55
3957,1614.2681
3958,1634.2344
3959,1650.8151
3960,1664.6581
3961,1676.758
3962,1688.1064
3963,1699.1901
3964,1710.018
3965,1720.6125
3966,1731.077
3967,1741.5044
3968,1751.912
3969,1762.276
3970,1772.6077
3971,1782.9886
3972,1793.5193
3973,1804.1912
3974,1815.0725
3975,1826.0319
3976,1836.6965
3977,1846.8423
3978,1855.9958
3979,1863.7421
3980,1870.0231
3981,1875.4338
3982,1880.6516
3983,1885.943
3984,1725.8516
3985,1651.9417
3986,1666.8694
3987,1679.6017
3988,1690.835
3989,1701.6443
3990,1712.1935
3991,1722.3927
3992,1732.3301
3993,1742.1262
3994,1751.9626
3995,1761.9712
3996,1772.1697
3997,1782.5016
3998,1644.1814
3999,1581.2585
4000,1606.5396
4001,1627.9716
4002,1645.8981
4003,1660.7068
4004,1673.2657
4005,1684.6941
4006,1695.6615
4007,1706.3885
4008,1716.8739
4009,1727.1852
4010,1737.4137
4011,1747.5912
4012,1757.6897
4013,1767.6926
4014,1777.6473
4015,1787.6545
4016,1797.7529
4017,1808.022
4018,1818.477
4019,1828.932
4020,1839.0956
4021,1848.622
4022,1857.0378
4023,1864.12
4024,1870.1559
4025,1875.863
4026,1881.5813
4027,1718.5522
4028,1647.3552
4029,1663.3347
4030,1676.7666
4031,1688.305
4032,1698.9626
4033,1709.3661
4034,1719.4905
4035,1729.316
4036,1738.9539
4037,1748.552
4038,1758.2484
4039,1768.0814
4040,1777.9985
4041,1641.475
4042,1570.9713
4043,1597.8682
4044,1620.8165
4045,1640.1489
4046,1656.1786
4047,1669.5099
4048,1681.1438
4049,1692.0558
4050,1702.6815
4051,1713.0725
4052,1723.2601
4053,1733.3242
4054,1743.3088
4055,1753.1921
4056,1762.9385
4057,1772.5605
4058,1782.1333
4059,1791.7446
4060,1801.4186
4061,1811.2905
4062,1821.3285
4063,1831.2869
4064,1840.8983
4065,1849.7451
4066,1857.4823
4067,1864.1941
4068,1870.4257
4069,1876.6145
4070,1711.8586
4071,1642.08
4072,1659.2026
4073,1673.4739
4074,1685.5818
4075,1696.258
4076,1706.4884
4077,1716.5083
4078,1726.2495
4079,1735.7615
4080,1745.1772
4081,1754.6278
4082,1764.1722
4083,1773.7693
4084,1638.968
4085,1559.6787
4086,1588.2382
4087,1612.7408
4088,1633.5443
4089,1650.927
4090,1665.2528
4091,1677.3478
4092,1688.3612
4093,1698.8916
4094,1709.197
4095,1719.2849
4096,1729.2148
4097,1739.0377
4098,1748.7429
4099,1758.286
4100,1767.6511
4101,1776.882
4102,1786.0679
4103,1795.2394
4104,1804.532
4105,1814.0173
4106,1823.6342
4107,1833.0701
4108,1842.064
4109,1850.2361
4110,1857.5337
4111,1864.2958
4112,1870.9868
4113,1705.7083
4114,1636.0845
4115,1654.3638
4116,1669.7004
4117,1682.5216
4118,1693.5032
4119,1703.595
4120,1713.4545
4121,1723.1161
4122,1732.5276
4123,1741.7949
4124,1751.0465
4125,1760.3563
4126,1769.7002
4127,1634.7161
4128,1534.1497
4129,1566.127
4130,1593.8066
4131,1617.6322
4132,1637.8804
4133,1654.7833
4134,1668.6879
4135,1680.3741
4136,1691.0238
4137,1701.1777
4138,1711.1155
4139,1720.8557
4140,1730.4373
4141,1739.872
4142,1749.1215
4143,1758.1365
4144,1766.9044
4145,1775.4658
4146,1783.9004
4147,1792.2294
4148,1800.6381
4149,1809.2081
4150,1817.9081
4151,1826.5371
4152,1834.7976
4153,1842.5704
4154,1850.0509
4155,1857.5934
4156,1694.7986
4157,1621.8047
4158,1642.5695
4159,1660.2383
4160,1675.0049
4161,1687.2692
4162,1697.7278
4163,1707.2999
4164,1716.667
4165,1725.8776
4166,1734.922
4167,1743.8647
4168,1752.7942
4169,1761.7355
4170,1631.906
4171,1520.0111
4172,1553.7163
4173,1582.9916
4174,1608.3284
4175,1630.0416
4176,1648.3364
4177,1663.4691
4178,1675.9524
4179,1686.8126
4180,1697.0051
4181,1706.8855
4182,1716.5631
4183,1726.0632
4184,1735.4006
4185,1744.5459
4186,1753.4448
4187,1762.0648
4188,1770.4208
4189,1778.5731
4190,1786.5713
4191,1794.5312
4192,1802.6029
4193,1810.8114
4194,1819.0543
4195,1827.1049
4196,1834.7693
4197,1842.244
4198,1849.9507
4199,1689.9365
4200,1613.441
4201,1635.5437
4202,1654.445
4203,1670.387
4204,1683.5356
4205,1694.5311
4206,1704.2009
4207,1713.4136
4208,1722.489
4209,1731.418
4210,1740.2302
4211,1749.0016
4212,1757.7742
4213,1635.3033
4214,1547.3925
4215,1577.6503
4216,1603.7343
4217,1626.0427
4218,1644.834
4219,1660.3888
4220,1673.2694
4221,1684.4896
4222,1695.0123
4223,1705.2363
4224,1715.2427
4225,1725.0654
4226,1734.7543
4227,1744.3112
4228,1753.6919
4229,1762.859
4230,1771.8264
4231,1780.6603
4232,1789.4274
4233,1798.194
4234,1807.1198
4235,1816.2219
4236,1825.3695
4237,1834.2477
4238,1842.5887
4239,1850.2452
4240,1857.4811
4241,1864.64
4242,1700.0399
4243,1629.3381
4244,1648.8315
4245,1665.3247
4246,1679.0065
4247,1690.5339
4248,1700.6858
4249,1710.3818
4250,1719.9054
4251,1729.2355
4252,1738.386
4253,1747.4691
4254,1756.5791
4255,1765.7131
4256,1630.3699
4257,1505.0531
4258,1540.4863
4259,1571.3468
4260,1598.1737
4261,1621.3314
4262,1641.0411
4263,1657.4948
4264,1671.0244
4265,1682.3533
4266,1692.6913
4267,1702.5336
4268,1712.1646
4269,1721.6069
4270,1730.8718
4271,1739.9375
4272,1748.75
4273,1757.263
4274,1765.4689
4275,1773.4072
4276,1781.1499
4277,1788.7355
4278,1796.3683
4279,1804.1106
4280,1811.9182
4281,1819.6237
4282,1827.067
4283,1834.3423
4284,1841.9156
4285,1685.4159
4286,1604.199
4287,1627.717
4288,1647.9045
4289,1665.0437
4290,1679.3007
4291,1691.0629
4292,1701.0244
4293,1710.15
4294,1719.0776
4295,1727.885
4296,1736.5758
4297,1745.2041
4298,1753.8201
4299,1627.1448
4300,1489.3545
4301,1526.5164
4302,1558.9498
4303,1587.2365
4304,1611.7983
4305,1632.8992
4306,1650.7004
4307,1665.4385
4308,1677.5656
4309,1688.1161
4310,1698.0392
4311,1707.636
4312,1717.041
4313,1726.2579
4314,1735.2678
4315,1744.0205
4316,1752.4607
4317,1760.5624
4318,1768.3447
4319,1775.8706
4320,1783.1812
4321,1790.4417
4322,1797.7683
4323,1805.1587
4324,1812.4883
4325,1819.5963
4326,1826.5385
4327,1833.7847
4328,1681.2083
4329,1594.0297
4330,1619.0503
4331,1640.5824
4332,1658.9729
4333,1674.4252
4334,1687.0995
4335,1697.6196
4336,1706.8601
4337,1715.6482
4338,1724.3247
4339,1732.8978
4340,1741.3958
4341,1749.8667
4342,1624.4895
4343,1472.9432
4344,1511.8837
4345,1545.8846
4346,1575.6023
4347,1601.5186
4348,1623.9568
4349,1643.0983
4350,1659.0989
4351,1672.2782
4352,1683.2893
4353,1693.3513
4354,1702.9568
4355,1712.3386
4356,1721.5293
4357,1730.5074
4358,1739.2247
4359,1747.6215
4360,1755.6571
4361,1763.3325
4362,1770.6929
4363,1777.7996
4364,1784.7532
4365,1791.7225
4366,1798.7383
4367,1805.7131
4368,1812.4833
4369,1819.0371
4370,1825.7865
4371,1677.2953
4372,1582.8925
4373,1609.5052
4374,1632.4468
4375,1652.1339
4376,1668.8046
4377,1682.6106
4378,1693.9315
4379,1703.4573
4380,1712.195
4381,1720.7373
4382,1729.1921
4383,1737.5701
4384,1745.9076
4385,1621.5795
4386,1455.9178
4387,1496.6515
4388,1532.2302
4389,1563.3623
4390,1590.5865
4391,1614.2954
4392,1634.722
4393,1651.9944
4394,1666.3347
4395,1678.1263
4396,1688.4033
4397,1698.1085
4398,1707.4766
4399,1716.6572
4400,1725.625
4401,1734.3304
4402,1742.7102
4403,1750.7134
4404,1758.3229
4405,1765.5677
4406,1772.5248
4407,1779.2332
4408,1785.902
4409,1792.5933
4410,1799.2529
4411,1805.7218
4412,1811.9183
4413,1818.1471
4414,1673.6637
4415,1570.7615
4416,1599.0518
4417,1623.469
4418,1644.4973
4419,1662.4318
4420,1677.449
4421,1689.7115
4422,1699.8214
4423,1708.6943
4424,1717.1189
4425,1725.4524
4426,1733.7179
4427,1741.9344
4428,1618.2147
4429,1438.3359
4430,1480.8535
4431,1518.0469
4432,1550.5974
4433,1579.0989
4434,1604.0151
4435,1625.6497
4436,1644.157
4437,1659.6665
4438,1672.491
4439,1683.2019
4440,1693.023
4441,1702.4376
4442,1711.6163
4443,1720.5906
4444,1729.3053
4445,1737.693
4446,1745.6921
4447,1753.2723
4448,1760.4453
4449,1767.2737
4450,1773.8179
4451,1780.2375
4452,1786.6517
4453,1793.0393
4454,1799.2572
4455,1805.164
4456,1810.9302
4457,1670.2705
4458,1557.6353
4459,1587.6759
4460,1613.6309
4461,1636.043
4462,1655.2723
4463,1671.5215
4464,1684.9365
4465,1695.8817
4466,1705.0397
4467,1713.4548
4468,1721.6711
4469,1729.8279
4470,1737.9349
4471,1614.4324
4472,1420.246
4473,1464.4976
4474,1503.3737
4475,1537.3689
4476,1567.1416
4477,1593.2194
4478,1615.9838
4479,1635.6514
4480,1652.3292
4481,1666.2214
4482,1677.6848
4483,1687.7035
4484,1697.2095
4485,1706.3909
4486,1715.3792
4487,1724.1196
4488,1732.5358
4489,1740.558
4490,1748.1403
4491,1755.2795
4492,1762.0231
4493,1768.4489
4494,1774.6654
4495,1780.8446
4496,1786.9998
4497,1793.0128
4498,1798.7046
4499,1804.106
4500,1667.0271
4501,1543.5413
4502,1575.3868
4503,1602.9303
4504,1626.7634
4505,1647.3098
4506,1664.8214
4507,1679.4519
4508,1691.3677
4509,1701.1364
4510,1709.7125
4511,1717.8354
4512,1725.8859
4513,1733.8933
4514,1610.1553
4515,1401.7029
4516,1447.641
4517,1488.2297
4518,1523.7128
4519,1554.777
4520,1581.997
4521,1605.8313
4522,1626.5742
4523,1644.3668
4524,1659.3209
4525,1671.7548
4526,1682.1528
4527,1691.7357
4528,1700.98
4529,1709.9766
4530,1718.7495
4531,1727.2106
4532,1735.2766
4533,1742.8893
4534,1750.0286
4535,1756.7258
4536,1763.0701
4537,1769.1287
4538,1775.1088
4539,1781.0645
4540,1786.9084
4541,1792.4512
4542,1797.605
4543,1663.9763
4544,1528.5336
4545,1562.219
4546,1591.3882
4547,1616.6693
4548,1638.5457
4549,1657.3287
4550,1673.1887
4551,1686.2683
4552,1696.8977
4553,1705.7634
4554,1713.9237
4555,1721.8773
4556,1729.7922
4557,1605.2778
4558,1382.7758
4559,1430.3075
4560,1472.5952
4561,1509.6431
4562,1542.0411
4563,1570.414
4564,1595.2853
4565,1617.0315
4566,1635.8596
4567,1651.8663
4568,1665.243
4569,1676.347
4570,1686.0846
4571,1695.3643
4572,1704.3856
4573,1713.1836
4574,1721.6956
4575,1729.8225
4576,1737.4878
4577,1744.6558
4578,1751.3416
4579,1757.6199
4580,1763.5779
4581,1769.3907
4582,1775.172
4583,1780.8738
4584,1786.3145
4585,1791.3241
4586,1661.0682
4587,1512.6871
4588,1548.2306
4589,1579.0498
4590,1605.794
4591,1629.0026
4592,1649.0494
4593,1666.1476
4594,1680.4258
4595,1692.0542
4596,1701.5491
4597,1709.8984
4598,1717.7832
4599,1725.6115
4600,1599.8292
4601,1363.5505
4602,1412.5293
4603,1456.4794
4604,1495.1582
4605,1528.9463
4606,1558.5072
4607,1584.4136
4608,1607.1173
4609,1626.9049
4610,1643.9104
4611,1658.239
4612,1670.2239
4613,1680.2688
4614,1689.5769
4615,1698.6306
4616,1707.4304
4617,1715.9854
4618,1724.178
4619,1731.9127
4620,1739.1337
4621,1745.8373
4622,1752.0835
4623,1757.9733
4624,1763.6461
4625,1769.2733
4626,1774.8489
4627,1780.2155
4628,1785.1608
4629,1658.2007
4630,1496.0887
4631,1533.4927
4632,1565.9794
4633,1594.1935
4634,1618.7263
4635,1640.0157
4636,1658.3317
4637,1673.8123
4638,1686.5981
4639,1696.9658
4640,1705.61
4641,1713.5781
4642,1721.331
4643,1593.814
4644,1344.1323
4645,1394.3549
4646,1439.91
4647,1480.2499
4648,1515.4877
4649,1546.29
4650,1573.2562
4651,1596.9019
4652,1617.5931
4653,1635.5293
4654,1650.8027
4655,1663.5978
4656,1674.289
4657,1683.6888
4658,1692.6991
4659,1701.5223
4660,1710.0934
4661,1718.3444
4662,1726.1544
4663,1733.4448
4664,1740.191
4665,1746.4343
4666,1752.2853
4667,1757.8445
4668,1763.333
4669,1768.7906
4670,1774.0957
4671,1779.0272
4672,1655.2855
4673,1478.7854
4674,1518.0791
4675,1552.2498
4676,1581.9409
4677,1607.7844
4678,1630.2854
4679,1649.7787
4680,1666.442
4681,1680.3805
4682,1691.7639
4683,1701.0402
4684,1709.206
4685,1716.9304
4686,1587.2264
4687,1324.6411
4688,1375.8513
4689,1422.9052
4690,1464.8743
4691,1501.6515
4692,1533.757
4693,1561.8278
4694,1586.4274
4695,1607.9934
4696,1626.8018
4697,1642.9795
4698,1656.6289
4699,1668.0825
4700,1677.7368
4701,1686.7095
4702,1695.4874
4703,1704.0597
4704,1712.343
4705,1720.221
4706,1727.5879
4707,1734.3945
4708,1740.6599
4709,1746.4791
4710,1751.9679
4711,1757.3314
4712,1762.6736
4713,1767.9172
4714,1772.8485
4715,1652.2748
4716,1460.8966
4717,1502.057
4718,1537.9299
4719,1569.1125
4720,1596.2582
4721,1619.9373
4722,1640.5558
4723,1658.3506
4724,1673.4333
4725,1685.9288
4726,1696.0856
4727,1704.5563
4728,1712.3866
4729,1580.0563
4730,1305.2081
4731,1357.1039
4732,1405.499
4733,1449.0582
4734,1487.4222
4735,1520.8925
4736,1550.1248
4737,1575.7114
4738,1598.1506
4739,1617.7924
4740,1634.825
4741,1649.3359
4742,1661.504
4743,1671.7325
4744,1680.7264
4745,1689.3978
4746,1697.9482
4747,1706.2194
4748,1714.1428
4749,1721.5819
4750,1728.4578
4751,1734.7643
4752,1740.5756
4753,1746.0161
4754,1751.267
4755,1756.4927
4756,1761.6656
4757,1766.5961
4758,1649.2395
4759,1442.519
4760,1485.4751
4761,1523.0743
4762,1555.777
4763,1584.2299
4764,1609.0605
4765,1630.7517
4766,1649.6099
4767,1665.7877
4768,1679.3678
4769,1690.5204
4770,1699.613
4771,1707.6262
4772,1572.2925
4773,1285.9694
4774,1338.2147
4775,1387.7432
4776,1432.8203
4777,1472.7878
4778,1507.6777
4779,1538.1324
4780,1564.7535
4781,1588.0853
4782,1608.5452
4783,1626.391
4784,1641.7412
4785,1654.6926
4786,1665.5718
4787,1674.791
4788,1683.3612
4789,1691.7852
4790,1700.0421
4791,1707.9716
4792,1715.4639
4793,1722.4083
4794,1728.7681
4795,1734.5918
4796,1740.0055
4797,1745.157
4798,1750.2648
4799,1755.3518
4800,1760.2667
4801,1646.187
4802,1423.7438
4803,1468.3496
4804,1507.7208
4805,1541.9835
4806,1571.7692
4807,1597.7435
4808,1620.4639
4809,1640.3157
4810,1657.5135
4811,1672.1494
4812,1684.327
4813,1694.2908
4814,1702.6063
4815,1563.9242
4816,1267.0596
4817,1319.2992
4818,1369.7062
4819,1416.1848
4820,1457.7021
4821,1494.0953
4822,1525.8315
4823,1553.5415
4824,1577.8009
4825,1599.0834
4826,1617.7164
4827,1633.8729
4828,1647.632
4829,1659.1646
4830,1668.8822
4831,1677.4408
4832,1685.704
4833,1693.8752
4834,1701.7762
4835,1709.2903
4836,1716.2914
4837,1722.7089
4838,1728.5609
4839,1733.9576
4840,1739.0353
4841,1744.0259
4842,1749.0107
4843,1753.8855
4844,1643.1329
4845,1404.6715
4846,1450.7717
4847,1491.8939
4848,1527.7596
4849,1558.9242
4850,1586.0583
4851,1609.7855
4852,1630.5724
4853,1648.708
4854,1664.3301
4855,1677.5039
4856,1688.4045
4857,1697.3115
4858,1548.3519
4859,1230.6914
4860,1281.8798
4861,1333.1412
4862,1381.8922
4863,1426.3383
4864,1465.7805
4865,1500.2288
4866,1530.2833
4867,1556.5361
4868,1579.5367
4869,1599.7302
4870,1617.4172
4871,1632.7529
4872,1645.8041
4873,1656.7366
4874,1665.9272
4875,1674.0524
4876,1681.8641
4877,1689.5901
4878,1697.0466
4879,1704.0863
4880,1710.6012
4881,1716.5374
4882,1721.9426
4883,1726.9424
4884,1731.7202
4885,1736.4678
4886,1741.1813
4887,1636.9824
4888,1366.0823
4889,1414.5093
4890,1458.8331
4891,1498.0491
4892,1532.153
4893,1561.7505
4894,1587.5306
4895,1610.1055
4896,1629.926
4897,1647.2706
4898,1662.2681
4899,1674.9729
4900,1685.5468
4901,1535.2192
4902,1213.4222
4903,1263.6226
4904,1314.8181
4905,1364.3577
4906,1410.1067
4907,1451.0127
4908,1486.9008
4909,1518.2002
4910,1545.5247
4911,1569.4397
4912,1590.4329
4913,1608.8654
4914,1624.9513
4915,1638.779
4916,1650.4287
4917,1660.1969
4918,1668.4869
4919,1676.1729
4920,1683.7129
4921,1691.1085
4922,1698.1154
4923,1704.6561
4924,1710.6381
4925,1716.071
4926,1721.0646
4927,1725.76
4928,1730.3881
4929,1734.9918
4930,1633.6848
4931,1346.8027
4932,1395.9852
4933,1441.6785
4934,1482.5603
4935,1518.2168
4936,1549.1495
4937,1576.0264
4938,1599.5096
4939,1620.1268
4940,1638.2341
4941,1654.0261
4942,1667.5764
4943,1678.9569
4944,1524.5293
4945,1196.9385
4946,1245.8248
4947,1296.6154
4948,1346.668
4949,1393.56
4950,1435.8771
4951,1473.215
4952,1505.7952
4953,1534.2379
4954,1559.1106
4955,1580.9305
4956,1600.1101
4957,1616.9244
4958,1631.5076
4959,1643.9143
4960,1654.3011
4961,1663.006
4962,1670.7136
4963,1678.0669
4964,1685.3239
4965,1692.2985
4966,1698.8411
4967,1704.8641
4968,1710.3364
4969,1715.3342
4970,1719.9825
4971,1724.5037
4972,1728.992
4973,1630.2146
4974,1327.691
4975,1377.3296
4976,1424.1819
4977,1466.6262
4978,1503.894
4979,1536.2339
4980,1564.2775
4981,1588.7135
4982,1610.1333
4983,1628.9703
4984,1645.4917
4985,1659.82
4986,1672.0018
4987,1513.3466
4988,1181.3169
