,Predicted Fatal Cases
3519,66.160164
3520,72.90877
3521,79.58338
3522,85.97326
3523,91.52456
3524,96.28791
3525,50.21786
3526,26.278532
3527,28.302607
3528,31.050158
3529,34.875923
3530,39.080437
3531,43.792526
3532,49.400684
3533,55.657097
3534,62.288425
3535,68.94155
3536,75.160324
3537,80.68395
3538,85.50491
3539,89.751366
3540,93.56872
3541,97.16193
3542,100.47643
3543,103.468346
3544,106.14956
3545,108.5365
3546,110.67027
3547,112.55205
3548,114.21899
3549,115.70454
3550,117.042435
3551,118.2675
3552,119.414696
3553,120.51624
3554,89.030495
3555,32.912094
3556,35.398216
3557,38.60287
3558,42.30381
3559,46.57502
3560,51.835773
3561,57.68773
3562,64.09063
3563,70.78143
3564,77.34495
3565,83.824814
3566,89.4852
3567,94.35003
3568,48.38513
3569,25.891779
3570,27.671549
3571,30.007875
3572,33.728546
3573,37.844807
3574,42.35109
3575,47.673775
3576,53.77105
3577,60.28761
3578,66.91658
3579,73.19762
3580,78.82504
3581,83.75402
3582,88.10035
3583,92.00341
3584,95.63847
3585,99.05455
3586,102.14543
3587,104.920685
3588,107.39448
3589,109.59404
3590,111.55136
3591,113.277054
3592,114.81097
3593,116.186295
3594,117.43742
3595,118.599335
3596,119.70579
3597,87.007935
3598,32.034416
3599,34.40501
3600,37.48389
3601,41.05933
3602,45.14067
3603,50.146854
3604,55.8377
3605,62.087143
3606,68.69757
3607,75.259254
3608,81.69921
3609,87.46586
3610,92.43091
3611,46.618813
3612,25.5929
3613,27.077585
3614,29.306334
3615,32.645798
3616,36.613247
3617,40.972023
3618,46.011936
3619,51.94319
3620,58.34146
3621,64.919136
3622,71.24797
3623,76.97261
3624,82.00739
3625,86.45165
3626,90.44564
3627,94.11171
3628,97.62735
3629,100.81654
3630,103.686516
3631,106.24895
3632,108.52322
3633,110.546974
3634,112.340126
3635,113.92584
3636,115.34236
3637,116.623505
3638,117.80405
3639,118.91844
3640,85.101715
3641,31.211573
3642,33.429848
3643,36.41122
3644,39.878807
3645,43.801346
3646,48.523685
3647,54.05322
3648,60.14668
3649,66.6588
3650,73.21558
3651,79.59639
3652,85.46606
3653,90.5304
3654,44.928654
3655,25.32309
3656,26.594099
3657,28.635931
3658,31.564646
3659,35.41931
3660,39.68305
3661,44.4611
3662,50.17425
3663,56.442387
3664,62.951694
3665,69.31279
3666,75.12703
3667,80.26522
3668,84.805786
3669,88.88815
3670,92.61634
3671,96.19464
3672,99.480835
3673,102.44569
3674,105.09809
3675,107.45518
3676,109.54116
3677,111.402504
3678,113.04662
3679,114.50796
3680,115.82302
3681,117.02614
3682,118.15198
3683,83.23024
3684,30.458136
3685,32.54681
3686,35.39086
3687,38.736206
3688,42.523933
3689,46.968876
3690,52.33395
3691,58.268116
3692,64.671524
3693,71.20302
3694,77.516464
3695,83.48476
3696,88.64819
3697,43.315414
3698,25.080986
3699,26.282307
3700,27.997454
3701,30.595745
3702,34.29589
3703,38.441494
3704,43.033886
3705,48.46482
3706,54.59215
3707,61.024395
3708,67.39371
3709,73.288704
3710,78.52769
3711,83.16328
3712,87.3317
3713,91.14237
3714,94.75645
3715,98.13779
3716,101.19707
3717,103.94035
3718,106.38212
3719,108.54479
3720,110.46189
3721,112.169655
3722,113.68049
3723,115.03326
3724,116.26294
3725,117.40402
3726,81.39509
3727,29.742758
3728,31.716394
3729,34.391
3730,37.646816
3731,41.312443
3732,45.47972
3733,50.679554
3734,56.46109
3735,62.73945
3736,69.22297
3737,75.48138
3738,81.52077
3739,86.78383
3740,41.798267
3741,24.864422
3742,25.999056
3743,27.478682
3744,29.84032
3745,33.21665
3746,37.218998
3747,41.664776
3748,46.81544
3749,52.792225
3750,59.136055
3751,65.49261
3752,71.45824
3753,76.79488
3754,81.52451
3755,85.777084
3756,89.66713
3757,93.3138
3758,96.787155
3759,99.93982
3760,102.77433
3761,105.302284
3762,107.54391
3763,109.525566
3764,111.28869
3765,112.85754
3766,114.251625
3767,115.51179
3768,116.67203
3769,79.59786
3770,29.08348
3771,30.979362
3772,33.447983
3773,36.59422
3774,40.156544
3775,44.158234
3776,49.087597
3777,54.713017
3778,60.856
3779,67.277336
3780,73.56412
3781,79.57458
3782,84.936676
3783,40.376556
3784,24.672848
3785,25.742508
3786,27.014248
3787,29.119715
3788,32.1485
3789,36.041416
3790,40.36999
3791,45.2427
3792,51.043175
3793,57.284714
3794,63.61255
3795,69.63629
3796,75.06682
3797,79.88974
3798,84.22507
3799,88.19162
3800,91.87694
3801,95.42907
3802,98.67344
3803,101.599
3804,104.214195
3805,106.536705
3806,108.59128
3807,110.40684
3808,112.03111
3809,113.475685
3810,114.77009
3811,115.95349
3812,77.8399
3813,28.478188
3814,30.253227
3815,32.57877
3816,35.57428
3817,39.04558
3818,42.91068
3819,47.553158
3820,53.02404
3821,59.0243
3822,65.37911
3823,71.66904
3824,77.64557
3825,83.105934
3826,39.003006
3827,24.50485
3828,25.51144
3829,26.677015
3830,28.535995
3831,31.222525
3832,34.929146
3833,39.12627
3834,43.81458
3835,49.34734
3836,55.47276
3837,61.765396
3838,67.8238
3839,73.34348
3840,78.2591
3841,82.67627
3842,86.716805
3843,90.45253
3844,94.0639
3845,97.397705
3846,100.41351
3847,103.116554
3848,105.52157
3849,107.65132
3850,109.53347
3851,111.20417
3852,112.69928
3853,114.0354
3854,115.24587
3855,76.122536
3856,28.015434
3857,29.582273
3858,31.799706
3859,34.58592
3860,37.961636
3861,41.725677
3862,46.082676
3863,51.392418
3864,57.256657
3865,63.517574
3866,69.79702
3867,75.73321
3868,81.29067
3869,37.6809
3870,24.359009
3871,25.30481
3872,26.405676
3873,28.006027
3874,30.46642
3875,33.854034
3876,37.900852
3877,42.44453
3878,47.705894
3879,53.70249
3880,59.94257
3881,66.0219
3882,71.62489
3883,76.63252
3884,81.131195
3885,85.24368
3886,89.048996
3887,92.70151
3888,96.11269
3889,99.21736
3890,102.00828
3891,104.497055
3892,106.703995
3893,108.65539
3894,110.38052
3895,111.921715
3896,113.3033
3897,114.54667
3898,74.45512
3899,27.694304
3900,28.964067
3901,31.027473
3902,33.699627
3903,36.93605
3904,40.588043
3905,44.700993
3906,49.817265
3907,55.540363
3908,61.694324
3909,67.95567
3910,73.90148
3911,79.48985
3912,36.5007
3913,24.233908
3914,25.121214
3915,26.159998
3916,27.516218
3917,29.738426
3918,32.790005
3919,36.722946
3920,41.13299
3921,46.11996
3922,51.97609
3923,58.14666
3924,64.23917
3925,69.91115
3926,75.009834
3927,79.59017
3928,83.77316
3929,87.6449
3930,91.33494
3931,94.818794
3932,98.010284
3933,100.88861
3934,103.46191
3935,105.747795
3936,107.77069
3937,109.55897
3938,111.14328
3939,112.56966
3940,113.85193
3941,72.83859
3942,27.404676
3943,28.523855
3944,30.30672
3945,32.891495
3946,35.916115
3947,39.487545
3948,43.442764
3949,48.297615
3950,53.872482
3951,59.91096
3952,66.14481
3953,72.12389
3954,77.702385
3955,35.55497
3956,24.128147
3957,24.95924
3958,25.938639
3959,27.08738
3960,29.091663
3961,31.866718
3962,35.608368
3963,39.891483
3964,44.67796
3965,50.294487
3966,56.380337
3967,62.47412
3968,68.20247
3969,73.390755
3970,78.05331
3971,82.30599
3972,86.24142
3973,89.963684
3974,93.52325
3975,96.79237
3976,99.75696
3977,102.4151
3978,104.78127
3979,106.87778
3980,108.73169
3981,110.37238
3982,111.836365
3983,113.158005
3984,71.26527
3985,27.145006
3986,28.180346
3987,29.669632
3988,32.127266
3989,34.973232
3990,38.413097
3991,42.268593
3992,46.83752
3993,52.256664
3994,58.179493
3995,64.36029
3996,70.36198
3997,75.92718
3998,34.60779
3999,24.020618
4000,24.817482
4001,25.740189
4002,26.797335
4003,28.536531
4004,31.121695
4005,34.540333
4006,38.65699
4007,43.30119
4008,48.657513
4009,54.646286
4010,60.72441
4011,66.50235
4012,71.77492
4013,76.52052
4014,80.84278
4015,84.839676
4016,88.588936
4017,92.22409
4018,95.56394
4019,98.61309
4020,101.355835
4021,103.80329
4022,105.97518
4023,107.897064
4024,109.59743
4025,111.105934
4026,112.46456
4027,69.73577
4028,26.913767
4029,27.873724
4030,29.181377
4031,31.380781
4032,34.115627
4033,37.39703
4034,41.147114
4035,45.456882
4036,50.69437
4037,56.490795
4038,62.603752
4039,68.627205
4040,74.19001
4041,33.72302
4042,23.919008
4043,24.694555
4044,25.563204
4045,26.539398
4046,28.048676
4047,30.4227
4048,33.477997
4049,37.470566
4050,41.981236
4051,47.07017
4052,52.943226
4053,58.99234
4054,64.8163
4055,70.161964
4056,74.991585
4057,79.383934
4058,83.44066
4059,87.220566
4060,90.918564
4061,94.3295
4062,97.456985
4063,100.28356
4064,102.81282
4065,105.061615
4066,107.05356
4067,108.81608
4068,110.37825
4069,111.77081
4070,68.24935
4071,26.73792
4072,27.596346
4073,28.775446
4074,30.685398
4075,33.312527
4076,36.39247
4077,40.051853
4078,44.14453
4079,49.184666
4080,54.84627
4081,60.873756
4082,66.90929
4083,72.52669
4084,32.901222
4085,23.834394
4086,24.558332
4087,25.40627
4088,26.325264
4089,27.59869
4090,29.76891
4091,32.53868
4092,36.345554
4093,40.730328
4094,45.61887
4095,51.277683
4096,57.277786
4097,63.137066
4098,68.551704
4099,73.46602
4100,77.92958
4101,82.04526
4102,85.88008
4103,89.60782
4104,93.09225
4105,96.28901
4106,99.19798
4107,101.80909
4108,104.1359
4109,106.199776
4110,108.0268
4111,109.64526
4112,111.08425
4113,66.80479
4114,26.634987
4115,27.346703
4116,28.446827
4117,30.045637
4118,32.559322
4119,35.49051
4120,38.981697
4121,42.938297
4122,47.72732
4123,53.247284
4124,59.176113
4125,65.2079
4126,70.87717
4127,31.866064
4128,23.711542
4129,24.335428
4130,25.107319
4131,25.960855
4132,27.009184
4133,28.593594
4134,31.120708
4135,34.21103
4136,38.2817
4137,42.895107
4138,48.06995
4139,53.917614
4140,59.799496
4141,65.35938
4142,70.42271
4143,75.034035
4144,79.267845
4145,83.20579
4146,86.976135
4147,90.5948
4148,93.93079
4149,96.98704
4150,99.759766
4151,102.244385
4152,104.45659
4153,106.41877
4154,108.157196
4155,109.69962
4156,64.0648
4157,26.481155
4158,26.942581
4159,27.883331
4160,29.170027
4161,31.153618
4162,33.8373
4163,36.998714
4164,40.725636
4165,45.0188
4166,50.190903
4167,55.907917
4168,61.855373
4169,67.6214
4170,30.796919
4171,23.671211
4172,24.247574
4173,24.971876
4174,25.79021
4175,26.77643
4176,28.075365
4177,30.451788
4178,33.239162
4179,37.14013
4180,41.62005
4181,46.60057
4182,52.279427
4183,58.146217
4184,63.763203
4185,68.91196
4186,73.59204
4187,77.88652
4188,81.87403
4189,85.657845
4190,89.33721
4191,92.74113
4192,95.8624
4193,98.71376
4194,101.277214
4195,103.565125
4196,105.59751
4197,107.39922
4198,108.997215
4199,62.813877
4200,26.427698
4201,26.842377
4202,27.641342
4203,28.809921
4204,30.524818
4205,33.0797
4206,36.09126
4207,39.65267
4208,43.75591
4209,48.733486
4210,54.328644
4211,60.21109
4212,66.00566
4213,30.799158
4214,23.7656
4215,24.438633
4216,25.26018
4217,26.132902
4218,27.267155
4219,29.159525
4220,31.81217
4221,35.28145
4222,39.482708
4223,44.226307
4224,49.652435
4225,55.584736
4226,61.46482
4227,66.954506
4228,71.943275
4229,76.47971
4230,80.654175
4231,84.541435
4232,88.29324
4233,91.84694
4234,95.11085
4235,98.09905
4236,100.79151
4237,103.19708
4238,105.334496
4239,107.22814
4240,108.90542
4241,110.394775
4242,65.41281
4243,26.549835
4244,27.123302
4245,28.151325
4246,29.58886
4247,31.832699
4248,34.636242
4249,37.96711
4250,41.82099
4251,46.33698
4252,51.69509
4253,57.524384
4254,63.52157
4255,69.24566
4256,31.018372
4257,23.643692
4258,24.174032
4259,24.852621
4260,25.622784
4261,26.567228
4262,27.667492
4263,29.826576
4264,32.51214
4265,36.057903
4266,40.370304
4267,45.203335
4268,50.673237
4269,56.507423
4270,62.16935
4271,67.40306
4272,72.153114
4273,76.51015
4274,80.54694
4275,84.33963
4276,88.07559
4277,91.54309
4278,94.734085
4279,97.65366
4280,100.29522
4281,102.65932
4282,104.7633
4283,106.63025
4284,108.28615
4285,61.64953
4286,26.388294
4287,26.75811
4288,27.423904
4289,28.50488
4290,30.0624
4291,32.34465
4292,35.232372
4293,38.657795
4294,42.600246
4295,47.325825
4296,52.78844
4297,58.593098
4298,64.400795
4299,29.691916
4300,23.628153
4301,24.113827
4302,24.748428
4303,25.472837
4304,26.348724
4305,27.410192
4306,29.247421
4307,31.835588
4308,34.991093
4309,39.150944
4310,43.853188
4311,49.102055
4312,54.88586
4313,60.57957
4314,65.89106
4315,70.72233
4316,75.13855
4317,79.22504
4318,83.04396
4319,86.8114
4320,90.33804
4321,93.59614
4322,96.57992
4323,99.29825
4324,101.7386
4325,103.91523
4326,105.84913
4327,107.56511
4328,60.513954
4329,26.35188
4330,26.68858
4331,27.22961
4332,28.228487
4333,29.64751
4334,31.675936
4335,34.429394
4336,37.69159
4337,41.511047
4338,45.996586
4339,51.289154
4340,57.01251
4341,62.80781
4342,29.235315
4343,23.623825
4344,24.066092
4345,24.658249
4346,25.339125
4347,26.150015
4348,27.158222
4349,28.712276
4350,31.147636
4351,33.994278
4352,37.98884
4353,42.562885
4354,47.608807
4355,53.284534
4356,58.995293
4357,64.37889
4358,69.295
4359,73.77122
4360,77.9086
4361,81.76903
4362,85.54606
4363,89.12746
4364,92.44838
4365,95.498695
4366,98.28641
4367,100.80256
4368,103.052536
4369,105.05486
4370,106.83289
4371,59.411922
4372,26.314499
4373,26.632652
4374,27.119787
4375,27.979044
4376,29.267916
4377,31.050068
4378,33.681286
4379,36.771854
4380,40.42324
4381,44.718872
4382,49.832523
4383,55.460056
4384,61.22804
4385,28.825981
4386,23.630032
4387,24.030025
4388,24.581116
4389,25.22047
4390,25.971199
4391,26.916218
4392,28.204432
4393,30.506187
4394,33.244728
4395,36.884323
4396,41.306847
4397,46.21078
4398,51.70666
4399,57.418365
4400,62.866554
4401,67.865875
4402,72.41082
4403,76.59769
4404,80.4991
4405,84.28091
4406,87.91284
4407,91.292175
4408,94.40903
4409,97.26007
4410,99.85106
4411,102.174614
4412,104.24655
4413,106.08838
4414,58.347694
4415,26.289635
4416,26.570728
4417,27.036028
4418,27.754911
4419,28.947401
4420,30.532976
4421,32.93879
4422,35.90004
4423,39.426205
4424,43.493282
4425,48.41753
4426,53.938095
4427,59.66317
4428,28.4529
4429,23.646132
4430,24.004921
4431,24.516157
4432,25.115786
4433,25.810787
4434,26.696732
4435,27.778278
4436,29.891655
4437,32.5433
4438,35.821106
4439,40.069046
4440,44.85442
4441,50.155544
4442,55.85105
4443,61.35432
4444,66.43618
4445,71.05709
4446,75.29211
4447,79.234726
4448,83.01712
4449,86.69574
4450,90.12894
4451,93.30826
4452,96.222855
4453,98.88406
4454,101.28105
4455,103.42344
4456,105.330635
4457,57.323345
4458,26.276443
4459,26.515865
4460,26.965546
4461,27.55783
4462,28.673374
4463,30.115715
4464,32.248436
4465,35.083084
4466,38.464787
4467,42.390495
4468,47.062443
4469,52.448963
4470,58.1152
4471,28.113863
4472,23.674742
4473,23.990122
4474,24.462591
4475,25.024094
4476,25.66737
4477,26.49814
4478,27.44747
4479,29.30886
4480,31.836552
4481,34.782604
4482,38.885845
4483,43.542953
4484,48.634556
4485,54.296017
4486,59.8429
4487,65.0052
4488,69.703575
4489,73.99199
4490,77.97624
4491,81.755714
4492,85.47761
4493,88.96028
4494,92.19771
4495,95.17837
4496,97.901924
4497,100.371666
4498,102.58496
4499,104.558754
4500,56.338207
4501,26.274164
4502,26.473139
4503,26.884142
4504,27.413794
4505,28.425488
4506,29.7336
4507,31.608816
4508,34.32056
4509,37.52918
4510,41.295746
4511,45.76738
4512,50.995014
4513,56.598763
4514,27.806782
4515,23.716099
4516,23.985058
4517,24.419712
4518,24.944471
4519,25.539642
4520,26.318897
4521,27.188343
4522,28.769062
4523,31.140537
4524,33.981686
4525,37.753117
4526,42.28418
4527,47.24244
4528,52.756264
4529,58.333447
4530,63.57239
4531,68.350655
4532,72.70254
4533,76.72375
4534,80.49754
4535,84.25981
4536,87.78773
4537,91.0788
4538,94.12167
4539,96.905914
4540,99.44638
4541,101.73065
4542,103.77204
4543,55.391476
4544,26.282112
4545,26.441746
4546,26.813934
4547,27.330261
4548,28.2021
4549,29.384676
4550,31.021816
4551,33.585308
4552,36.641556
4553,40.279514
4554,44.52053
4555,49.578514
4556,55.104645
4557,27.560717
4558,23.765314
4559,23.989216
4560,24.386898
4561,24.87612
4562,25.426394
4563,26.157513
4564,26.966574
4565,28.27055
4566,30.49246
4567,33.22332
4568,36.654346
4569,41.027752
4570,45.885727
4571,51.235065
4572,56.82753
4573,62.137455
4574,66.99734
4575,71.41516
4576,75.47713
4577,79.27843
4578,83.04359
4579,86.61284
4580,89.95305
4581,93.05401
4582,95.903786
4583,98.50543
4584,100.86029
4585,102.96988
4586,54.501183
4587,26.299656
4588,26.42097
4589,26.755526
4590,27.234264
4591,28.001661
4592,29.07581
4593,30.577852
4594,32.87912
4595,35.801968
4596,39.311638
4597,43.358036
4598,48.199062
4599,53.634663
4600,27.387321
4601,23.82196
4602,24.002111
4603,24.36359
4604,24.818312
4605,25.326544
4606,26.012606
4607,26.765467
4608,27.912214
4609,29.890478
4610,32.508755
4611,35.583122
4612,39.802925
4613,44.567314
4614,49.73591
4615,55.327206
4616,60.700462
4617,65.642624
4618,70.13013
4619,74.24061
4620,78.07194
4621,81.829956
4622,85.43714
4623,88.82207
4624,91.976746
4625,94.8885
4626,97.54924
4627,99.973785
4628,102.15184
4629,53.682957
4630,26.326231
4631,26.41017
4632,26.708136
4633,27.150614
4634,27.822702
4635,28.825663
4636,30.187098
4637,32.224415
4638,35.016537
4639,38.359997
4640,42.26948
4641,46.88571
4642,52.191547
4643,27.223093
4644,23.885658
4645,24.02333
4646,24.3493
4647,24.770407
4648,25.241581
4649,25.88288
4650,26.583473
4651,27.60158
4652,29.332626
4653,31.793993
4654,34.730633
4655,38.624405
4656,43.29545
4657,48.30689
4658,53.834988
4659,59.261852
4660,64.28565
4661,68.84642
4662,73.009895
4663,76.87181
4664,80.6198
4665,84.26198
4666,87.68745
4667,90.89138
4668,93.86122
4669,96.58563
4670,99.07124
4671,101.317635
4672,52.898415
4673,26.36131
4674,26.408756
4675,26.671068
4676,27.078619
4677,27.699064
4678,28.599699
4679,29.829807
4680,31.619057
4681,34.283733
4682,37.44919
4683,41.219666
4684,45.617786
4685,50.778065
4686,27.075974
4687,23.956034
4688,24.052462
4689,24.343575
4690,24.731844
4691,25.170712
4692,25.767159
4693,26.41911
4694,27.318106
4695,28.81685
4696,31.118757
4697,33.939816
4698,37.500214
4699,42.00985
4700,46.957623
4701,52.35376
4702,57.822495
4703,62.925747
4704,67.56296
4705,71.783195
4706,75.67978
4707,79.41371
4708,83.088615
4709,86.5508
4710,89.7995
4711,92.82327
4712,95.60931
4713,98.153046
4714,100.46713
4715,52.146393
4716,26.404419
4717,26.416206
4718,26.643702
4719,27.0175
4720,27.596724
4721,28.396364
4722,29.504082
4723,31.059774
4724,33.55637
4725,36.584866
4726,40.221527
4727,44.40995
4728,49.396923
4729,26.944971
4730,24.032743
4731,24.094276
4732,24.346008
4733,24.702114
4734,25.109783
4735,25.664377
4736,26.271011
4737,27.059961
4738,28.356453
4739,30.490444
4740,33.19563
4741,36.439842
4742,40.758602
4743,45.640068
4744,50.886753
4745,56.383698
4746,61.562454
4747,66.27864
4748,70.55962
4749,74.49738
4750,78.21209
4751,81.918076
4752,85.41357
4753,88.70273
4754,91.77606
4755,94.62014
4756,97.22492
4757,99.60042
4758,51.44226
4759,26.45511
4760,26.43204
4761,26.625473
4762,26.966537
4763,27.50723
4764,28.190958
4765,29.20807
4766,30.641651
4767,32.877716
4768,35.774284
4769,39.274494
4770,43.31203
4771,48.0547
4772,26.829147
4773,24.11546
4774,24.14414
4775,24.356253
4776,24.680777
4777,25.05819
4778,25.57357
4779,26.137888
4780,26.825396
4781,28.040552
4782,29.907215
4783,32.482487
4784,35.513138
4785,39.557236
4786,44.338577
4787,49.43747
4788,54.947277
4789,60.195637
4790,64.99246
4791,69.3382
4792,73.3203
4793,77.02851
4794,80.7512
4795,84.27713
4796,87.60265
4797,90.72116
4798,93.61935
4799,96.28524
4800,98.717766
4801,50.77084
4802,26.512974
4803,26.455826
4804,26.615875
4805,26.925106
4806,27.429676
4807,28.032316
4808,28.950651
4809,30.27003
4810,32.248924
4811,35.013527
4812,38.331875
4813,42.24234
4814,46.76959
4815,26.727652
4816,24.203873
4817,24.199926
4818,24.373959
4819,24.667437
4820,25.015396
4821,25.493898
4822,26.018581
4823,26.62238
4824,27.745771
4825,29.367113
4826,31.776642
4827,34.69834
4828,38.407326
4829,43.057163
4830,48.08752
4831,53.515484
4832,58.82553
4833,63.703487
4834,68.117874
4835,72.147865
4836,75.88762
4837,79.58864
4838,83.142715
4839,86.50088
4840,89.66018
4841,92.60831
4842,95.33203
4843,97.82299
4844,50.127754
4845,26.578453
4846,26.487162
4847,26.614471
4848,26.892641
4849,27.363203
4850,27.927492
4851,28.718132
4852,29.930782
4853,31.667908
4854,34.28961
4855,37.436367
4856,41.21143
4857,45.534225
4858,26.65488
4859,24.38977
4860,24.320755
4861,24.420414
4862,24.660973
4863,24.954367
4864,25.365038
4865,25.817295
4866,26.320267
4867,27.231594
4868,28.452126
4869,30.506287
4870,33.19437
4871,36.347588
4872,40.570866
4873,45.467426
4874,50.676895
4875,56.078323
4876,61.114384
4877,65.67619
4878,69.81358
4879,73.62387
4880,77.279465
4881,80.883835
4882,84.29789
4883,87.52639
4884,90.56149
4885,93.389656
4886,95.9985
4887,48.922016
4888,26.735788
4889,26.571003
4890,26.63463
4891,26.852663
4892,27.260664
4893,27.75406
4894,28.313164
4895,29.317036
4896,30.748438
4897,32.92042
4898,35.796143
4899,39.29182
4900,43.338417
4901,26.501265
4902,24.489002
4903,24.39003
4904,24.453018
4905,24.66328
4906,24.935349
4907,25.314613
4908,25.733536
4909,26.195797
4910,27.008747
4911,28.150951
4912,29.938286
4913,32.472702
4914,35.501972
4915,39.4068
4916,44.1981
4917,49.282425
4918,54.7038
4919,59.813465
4920,64.45275
4921,68.64986
4922,72.499985
4923,76.1366
4924,79.76061
4925,83.19921
4926,86.45674
4927,89.52893
4928,92.403206
4929,95.06616
4930,48.35709
4931,26.822712
4932,26.622828
4933,26.655481
4934,26.844309
4935,27.223383
4936,27.683762
4937,28.20246
4938,29.0385
4939,30.37508
4940,32.30973
4941,35.05353
4942,38.36363
4943,42.274918
4944,26.4495
4945,24.592941
4946,24.464838
4947,24.49535
4948,24.672632
4949,24.919851
4950,25.272833
4951,25.660007
4952,26.084124
4953,26.806595
4954,27.871195
4955,29.412521
4956,31.781792
4957,34.69909
4958,38.318455
4959,42.925938
4960,47.979404
4961,53.331123
4962,58.508244
4963,63.226345
4964,67.48706
4965,71.38053
4966,75.00022
4967,78.64157
4968,82.10375
4969,85.38719
4970,88.4924
4971,91.408585
4972,94.121956
4973,47.810684
4974,26.914743
4975,26.679289
4976,26.68022
4977,26.843208
4978,27.194721
4979,27.623444
4980,28.105745
4981,28.786272
4982,30.010954
4983,31.74563
4984,34.33896
4985,37.479233
4986,41.258366
4987,26.408516
4988,24.7013
4989,24.54491
4990,24.546425
4991,24.688744
4992,24.90846
4993,25.239243
4994,25.596052
4995,25.984308
4996,26.623669
4997,27.615719
4998,28.92694
4999,31.137657
5000,33.938194
5001,37.266293
5002,41.69019
5003,46.687687
5004,51.962692
5005,57.19915
5006,61.996227
5007,66.32415
5008,70.26464
5009,73.9145
5010,77.533806
5011,81.01237
5012,84.31903
5013,87.45349
5014,90.40739
5015,93.16725
5016,47.28714
5017,27.011137
5018,26.73564
5019,26.706442
5020,26.844257
5021,27.174232
5022,27.572477
5023,28.020346
5024,28.574863
5025,29.685156
5026,31.256569
5027,33.644844
5028,36.644848
5029,40.289757
5030,26.377611
5031,24.813822
5032,24.629976
5033,24.603159
5034,24.711355
5035,24.903997
5036,25.21113
5037,25.5411
5038,25.89552
5039,26.458607
5040,27.382849
5041,28.544174
5042,30.538647
5043,33.21872
5044,36.37945
5045,40.51145
5046,45.423862
5047,50.60129
5048,55.88686
5049,60.761814
5050,65.16013
5051,69.15145
5052,72.83426
5053,76.430885
5054,79.92268
5055,83.253395
5056,86.4137
5057,89.401215
5058,92.20351
5059,46.7855
5060,27.107727
5061,26.802267
5062,26.739052
5063,26.848719
5064,27.158167
5065,27.530313
5066,27.945478
5067,28.426939
5068,29.391073
5069,30.835272
5070,32.99143
5071,35.861824
5072,39.359745
5073,26.350891
5074,24.930243
5075,24.719784
5076,24.665312
5077,24.740227
5078,24.906187
5079,25.186127
5080,25.494633
5081,25.817001
5082,26.313837
5083,27.170992
5084,28.25311
5085,29.982971
5086,32.49294
5087,35.547375
5088,39.394726
5089,44.171173
5090,49.252625
5091,54.57183
5092,59.522396
5093,63.994095
5094,68.04
5095,71.75884
5096,75.33257
5097,78.84527
5098,82.19121
5099,85.37439
5100,88.391624
5101,91.232254
5102,46.30476
5103,27.206577
5104,26.874289
5105,26.777767
5106,26.858625
5107,27.144066
5108,27.49381
5109,27.879738
5110,28.324265
5111,29.124065
5112,30.44813
5113,32.368313
5114,35.122265
5115,38.441372
5116,26.331264
5117,25.050323
5118,24.814081
5119,24.732645
5120,24.775116
5121,24.914778
5122,25.168566
5123,25.456215
5124,25.748102
5125,26.188728
5126,26.978365
5127,27.983055
5128,29.468706
5129,31.814156
5130,34.752876
5131,38.32449
5132,42.926895
5133,47.984203
5134,53.25663
5135,58.277428
5136,62.82519
5137,66.92936
5138,70.68751
5139,74.238525
5140,77.77385
5141,81.13117
5142,84.336815
5143,87.3802
5144,90.25509
5145,45.84396
5146,27.30958
5147,26.95121
5148,26.820562
5149,26.873072
5150,27.135336
5151,27.45826
5152,27.820097
5153,28.23219
5154,28.882565
5155,30.093258
5156,31.791695
5157,34.386604
5158,37.552395
5159,26.320574
5160,25.173824
5161,24.912617
5162,24.804924
5163,24.815378
5164,24.929077
5165,25.15814
5166,25.42032
5167,25.688236
5168,26.07771
5169,26.802544
5170,27.736221
5171,28.993868
5172,31.181133
5173,34.002937
5174,37.35628
5175,41.737026
5176,46.733253
5177,51.943287
5178,57.028133
5179,61.65157
5180,65.81857
5181,69.61942
5182,73.14816
5183,76.70741
5184,80.07864
5185,83.30203
5186,86.36838
5187,89.273575
5188,45.402233
5189,27.416489
5190,27.03082
5191,26.868034
5192,26.899546
5193,27.133139
5194,27.4301
5195,27.7693
5196,28.147482
5197,28.665083
5198,29.76885
5199,31.333014
5200,33.67846
5201,36.703873
5202,26.318375
5203,25.300505
5204,25.015148
5205,24.88103
5206,24.859007
5207,24.947004
5208,25.15385
5209,25.390223
5210,25.636887
5211,25.979855
5212,26.643797
5213,27.511015
5214,28.63359
5215,30.59232
5216,33.27403
5217,36.490524
5218,40.599655
5219,45.50885
5220,50.61939
5221,55.775066
5222,60.473534
5223,64.70677
5224,68.55375
5225,72.112404
5226,75.645706
5227,79.03572
5228,82.26962
5229,85.35745
5230,88.289314
5231,44.97876
5232,27.524677
5233,27.114315
5234,26.920925
5235,26.932604
5236,27.13782
5237,27.4095
5238,27.720608
5239,28.072859
5240,28.529177
5241,29.473139
5242,30.917969
5243,33.019676
5244,35.906292
5245,26.324224
5246,25.430157
5247,25.121372
5248,24.960136
5249,24.911112
5250,24.970764
5251,25.15401
5252,25.367384
5253,25.593592
5254,25.89436
5255,26.500961
5256,27.305914
5257,28.347559
5258,30.04579
5259,32.55741
5260,35.664948
5261,39.50379
5262,44.263527
5263,49.31997
5264,54.51916
5265,59.29116
5266,63.59184
5267,67.48963
